"created_at","text","sentiment"
"2013-02-06 16:42:19","Nice all-time high attack by Tesla today (long ) $tsla cc @user","positive"
"2013-02-06 16:42:49","$AAPL Free-falling Now to 457","negative"
"2013-02-06 16:53:31","$AAPL  reloaded and ready to keep going up + 4%  today? I would be good with 3 ;)","positive"
"2013-02-06 17:08:58","$CREE short higher and will short more here 44.35","negative"
"2013-02-06 17:09:54","Short term targets for $ZNGA? $3.25?","positive"
"2013-02-06 17:12:06","$BAC and $AAPL my two trades from yesterday are holding up really well. Both trading with HIGH volume in a weak tape.","positive"
"2013-02-06 17:14:15","$BAC will add more if we close above 12 today. $AAPL needs to take out 465 to attract more buyers.","positive"
"2013-02-06 17:19:16","$ANR breaking hourly trendline","positive"
"2013-02-06 17:26:46","$TWX - Long @ 38.59. Trailing Stop @ 44.71 from 4 prior Stops of 42.61, 41.06, 37.08 and 35.57 - URL ","positive"
"2013-02-06 17:28:52","$FSLR daily few like the long call on this one but after chaos and mini sell we got oversold PWRmo2! URL ","positive"
"2013-02-06 17:32:24","$BAC Lot of buying on last minute !!!","positive"
"2013-02-06 17:34:00","$DNDN Beast mode today","positive"
"2013-02-06 17:42:23","$DNDN $TSL nicel day for both today, lets see what EOD brings","positive"
"2013-02-06 17:48:55","$AAPL thank god for the dividend tomorrow or I thinks we would be back lower than where we started IMHO","positive"
"2013-02-06 17:56:38","""@user: $AAPL continues to have no volume / confirmation to take higher - watching closely to reshort this one""","negative"
"2013-02-06 18:02:16","""@user: $AAPL continues to have no volume / confirmation to take higher - watching closely to reshort this one""","negative"
"2013-02-06 18:11:54","$BAC Added Some on the pullback !","positive"
"2013-02-06 18:15:08","$AAPL sharing a few insight about volume is key POSTED VIDEO URL ","negative"
"2013-02-06 18:15:10","$AMZN short working nicely  watch for a break and run of 262","negative"
"2013-02-06 18:28:08","$AAPL is Sinking....","negative"
"2013-02-06 18:46:58","I need alka seltzer to sponsor our $aapl stream with all the pop and drops it gives people ...people are just way too tied to it","positive"
"2013-02-06 18:49:20","$FSLR is in a big rising channel w its top at 39 & bottom at 28.Momentum indicators turning up again URL ","positive"
"2013-02-06 19:00:34","$AFFY break down the support line @ $18.41 URL ","negative"
"2013-02-06 19:06:06","$NUGT #ECB and #BOE and #FED $JPM $HSBC shortfest $GC_F $GLD $SLV tomorrow morning Test weekly LOWS.","negative"
"2013-02-06 19:22:42","Netflix should buy the USPS. Netflix disc traffic is probably the only profitable and useful thing the postal service does. $NFLX","positive"
"2013-02-06 19:27:52","$AAPL Volume is ABSENT... Soon the numbers will be negatives...","negative"
"2013-02-06 19:35:50","$AAPL Drop !","negative"
"2013-02-06 19:46:50","$JOY anticipate the bear flag break URL ","negative"
"2013-02-06 19:49:47","$FSLR intraday break !!","positive"
"2013-02-06 19:52:39","$DELL higher bid offering coming? look at all the recent action on the April $14 calls per Najarian? PPS above $13.50 here???","positive"
"2013-02-06 20:07:30","$PRCP Earnings today.  Stock up 5%","positive"
"2013-02-06 20:12:36","$ORCL  more weakness here and it might hit a dime under 34.","negative"
"2013-02-06 20:14:13","Never got in $SFLY, but they are taking the right steps by focusing on distributing digital content and not the physical. Congrats to owners","positive"
"2013-02-06 20:22:01","$BAC Looking good for Tomorrow we could go over 12.20 imo ! Healthy pullback today with volume.","positive"
"2013-02-06 20:54:53","$AAPL 500 lot bid in the  Feb 440P at $3.00 could create resistance or a temporary sell off","negative"
"2013-02-06 20:57:51","$AAPL Covered to not Pay dividend will short again Tomorrow !","negative"
"2013-02-06 21:00:23","""@user: $AAPL Cover your Shorts unless you want to pay the dividend."" >>>Done and will reshort tomorrow !","negative"
"2013-02-06 21:20:21","$SREV next stop $8","positive"
"2013-02-06 21:35:03","Tomorrow the stock Should Gap down of Average $10.60 which is the dividend of $AAPL","negative"
"2013-02-06 21:47:25","solid day of trading. Mrkt may be flat $SPY $DIA but there was still lots of profit to be made and was. Nothing not on watchlist $NFLX $DVA","positive"
"2013-02-06 21:54:53","""@user: @user $AAPL still holding your short from 451.50?"" No it cost me $300 overnight to keep will short again in premarket.","negative"
"2013-02-06 22:02:20","$GMCR headed to $37 Bombs AWAY....","negative"
"2013-02-06 22:04:55","$GMCR Weekly dead cat retrace done on NO volume - Bagholders will bail en masse","negative"
"2013-02-06 22:05:02","$SWHC yes! close over 9.","positive"
"2013-02-06 22:06:10","$GMCR ICE is at $37... Short away.","negative"
"2013-02-06 22:13:38","$GMCR $37 No Brainer - FREE CASH - Sell MORTIMER - SOTP","negative"
"2013-02-06 22:54:39","$TBI  Another staffing co. breaks out  URL ","positive"
"2013-02-06 23:40:21","$GNRC  generators running hot  URL ","positive"
"2013-02-07 00:45:30","Market Wrap Video + Additions to Watch List URL including: $AMSC $KBH $MHK $TRW $TTMI","positive"
"2013-02-07 01:16:50","Prudential liquidates $CRM stake... 1st ones off ship get lifeboats URL ","negative"
"2013-02-07 01:47:57","Key levels, confirming the expectation on: $BBRY $DNDN $BAS $GLD These and other set ups... URL $DIA $QQQ $SPX $RUT","positive"
"2013-02-07 02:14:47","$P poised. Needs over 11.90. URL ","positive"
"2013-02-07 02:39:35","In it's own secular #bull market $COO #The Cooper Companies, Inc. Bull Flag Daily included #dogs URL ","positive"
"2013-02-07 02:54:45","$MU Consolidating here, heavy volume inverted hammer candle, we should see a nice green bar up tom, unless all buyers exhausted from today.","positive"
"2013-02-07 04:10:45","$ABT Bullish L/T Setup - Breaking from a 14 year base: URL ","positive"
"2013-02-07 04:14:35","$$ $ES,$EC,$JNK,$DAX  Is the S&P ""diverging"" from other key mkts? The canaries? URL ","negative"
"2013-02-07 06:52:06","$P has pulled back to its trend line and looks to be setting up for another upside move. Res $11.90 URL ","positive"
"2013-02-07 10:32:08","Only a rise towards $480 can confirm the new bottom of $AAPL URL ","positive"
"2013-02-07 11:05:50","""@user: $BBRY upgrade2 outperf vs mktperform @ $WFC; raise PT from $11-$13 to $19-$20/  More royalties on surging BB10 sales""","positive"
"2013-02-07 12:04:27","$yhoo is like a PE VC w a biz.. holds big position in yahoo japan which is up 32.5% YTD (helps balance sheet).. also a position in alibaba.","positive"
"2013-02-07 13:16:16","$APP catalyst: 1. Refi 2. Deals with $WMT $TGT $RL $UA $NKE (possible) 3. 100s new stores globally","positive"
"2013-02-07 13:31:54","$LF headed for $12","positive"
"2013-02-07 13:35:03","$KSS Long Setup (Solid SSS this morning should trigger the gap): URL ","positive"
"2013-02-07 13:44:58","I estimate $WMT will buy 1/2 bil of Made in USA clothing per year for next 10 yrs. $APP is only massive scale plant left in USA","positive"
"2013-02-07 13:48:51","""@user: Sour Apple. Einhorn not happy with $AAPL. This should be fun."" PROXY FIGHT!","positive"
"2013-02-07 13:49:07","$GMCR $37 next target on Bailing VOLUME in next week.","negative"
"2013-02-07 13:58:21","$MS Morgan Stanley Is Nearing Our Medium Term Target URL ","positive"
"2013-02-07 14:07:38","Market Wrap Video + Additions to Watch List URL including: $AMSC $KBH $MHK $TRW $TTMI","positive"
"2013-02-07 14:17:39","$BBRY - The new $AAPL as Apple bleeds on the No Jobs report. Target $55","positive"
"2013-02-07 14:23:08","You know you are doing something right when you are the comparison benchmark. $AMZN","positive"
"2013-02-07 14:27:33","""@user: $BAC 11.97 no longer a problem!""","positive"
"2013-02-07 14:27:45","$C URL breakout watch above 43.4 URL ","positive"
"2013-02-07 14:28:28","$GEO URL looks good above 33.10 URL ","positive"
"2013-02-07 14:40:30","$AAPL looking like a nice short off 460","negative"
"2013-02-07 14:41:17","""@user: $EXC = undervalued here.  Where is the yield support!?""","positive"
"2013-02-07 14:47:51","$MCP Breaking out of it's base, above the $8.04 mark. Next key level, $8.12. MACD, Slow Stochastic, RSI now showing some very good strength.","positive"
"2013-02-07 14:50:53","$SCMR Very very slow, some holders should start selling off real soon IMO","negative"
"2013-02-07 14:59:01","$GOOG(long if beats $778.71. Stop loss $773.91) & $YHOO(long iafter beating $20.27. Stoploss $20.16) fit well the advertidsing deal","positive"
"2013-02-07 15:03:38","$AMZN nibbled a few short  URL ","negative"
"2013-02-07 15:03:41","$CL_F $USO Scratching my Head how OIL goes UP in a shale OIL GLUT and refiner $VLO profits are UP 20X. Do we feel Screwed?","positive"
"2013-02-07 15:05:54","$AAPL On next pop if I'm out of other trades I will short for a quick trade.","negative"
"2013-02-07 15:07:32","$AMZN breaking below 50-day MA","negative"
"2013-02-07 15:08:14","""@user: Einhorn sounds like a trapped long to me, didn't care about ""preferred stock"" last year $AAPL""","negative"
"2013-02-07 15:33:54","""Price is what you pay. Value is what you get.""? Those words never have been so true as in the case of $NOV - URL ","positive"
"2013-02-07 15:39:12","$LO Lorillard option trader buys 5k Puts betting on a 15% down move. A bad earnings omen?  URL ","negative"
"2013-02-07 15:39:57","Scaling some $AMZN puts 02/15 puts bot at $1.2 at 2.50","negative"
"2013-02-07 15:40:55","$APP added 1.49 risk of bankruptcy abating. Not out of the woods yet. More work remains. Adding if thesis benchmark met. American Apparel","positive"
"2013-02-07 15:46:49","$ACRX No negatives here.  Just an algo bringing it down.  Here's a chance to get stock cheap. $BBH $XLV","positive"
"2013-02-07 15:51:43","$BBRY Headed back to $5 on over saturated Cell Phone Market - That $GOOG will own as next mobile Microsoft OS.","negative"
"2013-02-07 15:57:19","For once the market is making fresh lows and $AAPL is hold firm.","positive"
"2013-02-07 16:18:44","$BYD moving up on big down day","positive"
"2013-02-07 16:22:36","$CSTR Coinstar option trader buys 5,700 Feb call spreads betting on good earnings URL ","positive"
"2013-02-07 16:32:26","$CREE goes back above 44.00 all over that short again - I think I can make 10 points in a week on this one","negative"
"2013-02-07 16:40:35","$AAPL Still looks like its in trouble to me, no sign of a low, so remaining bearish #elliottwave URL ","negative"
"2013-02-07 17:26:02","$MED to $21? Volume picking up..","negative"
"2013-02-07 17:27:13","SETUPS some small some big a variety to watch - $TZYM .56 $JAG .75 $CUR 1.23 $AVL 1.29 $IDIX 4.85 $MCP 7.75 $MO 34.37 $KO 38.75 $HLF 36.75","positive"
"2013-02-07 17:36:21","$OMX another bricks and mortar dinosaur falling to online retailing> Details here URL ","negative"
"2013-02-07 17:55:00","$SWHC now we need that volume","positive"
"2013-02-07 18:04:23","$CREE short entry here 44.36","negative"
"2013-02-07 18:31:19","$DGIT long for 10 crack at 9.97","positive"
"2013-02-07 18:43:22","Green Weekly Triangle on $CBR,....Updating URL ","negative"
"2013-02-07 19:05:41","$CLDX long 7.72","positive"
"2013-02-07 19:07:19","$SWY - made some sales 20.30 - 20.60","positive"
"2013-02-07 19:10:05","Green Weekly Triangle on $CYTX,....Updating URL ","negative"
"2013-02-07 19:14:40","Diving in... (considering schwab on pullbacks) Thursday links: spin-off successes  URL via @user $DELL $SCHW","positive"
"2013-02-07 19:15:10","$DECK about to give some major loving?","positive"
"2013-02-07 19:39:10","@user @StockTiger Currently long $HAL URL ","positive"
"2013-02-07 19:48:58","$RJET entry 8.94 stop 8.2 URL ","positive"
"2013-02-07 20:06:41","$DOVR URL Nov Report URL Feb early release earnings next month has made major strides $LULU $CAB $ULTA","positive"
"2013-02-07 20:10:04","$GOOG it's acting really good despite the choppy tape.","positive"
"2013-02-07 20:17:13","$ZAGG Coming off the bottom with the Grandma pattern. URL ","positive"
"2013-02-07 20:18:02","$BAC really wants to get BACK to retest its old HIGHS.","positive"
"2013-02-07 20:18:50","$MTRX attacking multi year highs - entry 14.94 stop 14.00 URL ","positive"
"2013-02-07 20:31:49","$GNTX Swing Trade Quick Pick: Gentex Corp (GNTX) |  URL ","positive"
"2013-02-07 20:46:17","$AAPL need 465 to be taken & no looking back if this is for real","positive"
"2013-02-07 20:49:50","$AAPL Volume Fade away... like as usual !","negative"
"2013-02-07 21:02:00","""@user: That was the hardest,  $10 rally in $AAPL history, like an old man climbing stairs. .""~ He still got it up!","positive"
"2013-02-07 21:02:17","$AAPL Short @ 468.44 on ""NO NEWS"" and no sustain in volume !","negative"
"2013-02-07 21:09:44","Green Weekly Triangle on $ESSX,....updating URL ","negative"
"2013-02-07 21:17:47","Don't get me wrong buying into earnings was a mistake URL what I read over $2billion in Revenues nothing to scuff @ $CSTR","positive"
"2013-02-07 21:18:24","S. Jobs was Keeping Money to innovate and buy New Tech, since $AAPL no longer innovate why keep $$ !","negative"
"2013-02-07 21:19:44","Schwing! bingo $LNKD can I please sell my Feb 8 $115 Call that I bot earlier for $10.50 NOW!!! #GamblingAddict","positive"
"2013-02-07 21:23:23","In order to grow u need to SPEND MONEY aka INVEST in the future. At 10x earnings $CSTR is a steal and shorts will cover over time BuyTheDips","positive"
"2013-02-07 21:25:39","my $LNKD estimate was based on linear extrapolation. Beating my estimates means they are actually accelerating growth","positive"
"2013-02-07 21:30:26","@user also $CSTR is better $NFLX b/c streaming movies is 4 suckers. The movie clarity is awful. The movies skip b/c int connections.","positive"
"2013-02-07 21:32:15","@user just saying RED BOX is not the future why? $CSTR considering the growth of the company over the yrs. and valuation is cheap","positive"
"2013-02-07 21:32:32","""@user That's what happened last time $CSTR missed. Opened down big the following day then a massive short squeeze and closed +5%.""","positive"
"2013-02-07 21:34:16","I guess I'm old fashioned I own over 500 DVDs & love Blue Ray. Until streaming can improve clarity and no skipping I'm stickin to DVDs $CSTR","positive"
"2013-02-07 21:37:06","$MSG - beautiful to see all these highs URL ","positive"
"2013-02-07 21:39:09","@user @ProfitsBoy $CSTR sticking2 buying over $250million in stk there unit cost is 49.90. Also cash flow $200mil. & Costs go down","positive"
"2013-02-07 21:43:19","""@user: This $CSTR report is goofy"" Acquistion costs were factor citing lower rev aka same store sales from dispensers acquired NCR Corp","positive"
"2013-02-07 22:00:48","Red Weekly Triangle on $FNFG,......Updating URL ","positive"
"2013-02-07 22:38:08","""@user: $AAPL typical pump dump today will talk about later tonight via video""","negative"
"2013-02-07 23:03:42","Absolutely Delicious $CPB #Campbell's Soup $SPX $SPY #Fortune 500 URL ","positive"
"2013-02-08 06:44:48","$APP Compare the squared areas. Aren't they look similar? URL ","positive"
"2013-02-08 06:45:43","$CECO breaks above its downtrend / triangle pattern.  URL ","positive"
"2013-02-08 13:09:48","""@user: Fascinating email chain between @user and Einhorn debating the merits of $AAPL preferreds, URL ","positive"
"2013-02-08 13:25:10","$CSTR bot 51.40 I will hv to be patient IMO CSTR moving in right direction. Don't underestimate loss of Sat Mail too. 250mil buyback 10 p/e","positive"
"2013-02-08 13:36:29","time to return to Apple.  $aapl record $23 billion operational cash flow quarter!  URL ","positive"
"2013-02-08 14:10:40","$TWI added to Small Cap 600; 24% short int; cheap valuation, though growth via acquisitions ER 2/25 URL ","positive"
"2013-02-08 14:14:32","$BBRY Pulls an $AMZN URL ","positive"
"2013-02-08 14:15:32","$AAPL Beautiful Bull Trap !","negative"
"2013-02-08 14:22:23","James D. White: Jamba: A Juicy Turnaround on Vimeo URL 1hr video from 2010 $JMBA .. this is great stuff","positive"
"2013-02-08 14:34:23","$AAPL No Volume + No Conviction = Bearish","negative"
"2013-02-08 14:35:03","added again to $CSTR 48.84","positive"
"2013-02-08 14:38:45","$lnkd pulled a $nflx topping out so far at 146. day is still young so watch this pull back","positive"
"2013-02-08 14:39:22","@user mention the lower same store sales in $CSTR well I guess him & Mellisa Lee Didn't Factor in the NVR Acquisitions. Do ur DD ppl","positive"
"2013-02-08 14:43:07","$TRW from watch list needs a volume boost - now at 2% - but watch as close to top  URL ","positive"
"2013-02-08 14:44:35","$TTMI on watch list as a continuation trade and it is  URL ","positive"
"2013-02-08 14:44:58","$ROSG $BIOL $MTSL $DYNT $WYY all off watchlist $DOVR next to $5 this baby is in its prime.","positive"
"2013-02-08 14:51:39","$AAPL Volume Fade fast !","negative"
"2013-02-08 15:36:00","$CSTR nice intraday base here could see a pop here after 10:30 short covering on into the wknd. Valuation cheap. Biz model on track its a GO","positive"
"2013-02-08 15:38:00","$CSTR as we close in on hod this one should get perky MY GUESS WE CLOSE OVER 50day maybe even up on the day #TIMESTAMP goin out on a limb","positive"
"2013-02-08 15:42:03","$INTU #1 on SMB Radar ""weak today""","negative"
"2013-02-08 15:53:09","$CSTR mentioned this level building base here over 48 next stop 49 repeats over that. LADDER UP intraday to over 50day watch 50.13 HIT TODAY","positive"
"2013-02-08 15:59:33","$AAPL Confirming nicely here above the 20 day of $473.12  URL ","positive"
"2013-02-08 16:04:25","$DNDN breaking out $6.74, $CMGO looking VERY bullish","positive"
"2013-02-08 16:07:06","Mining & related stocks showing weak relative strength versus $EURUSD & $ES_F last few weeks. $FCX $NEM $AU $GG $GLD $SLV $CLF $MCP $ACI","negative"
"2013-02-08 16:08:12","$DNDN Confirming nicely (continuation) above $6.57 Also like $AAPL (breaking out above the 20 day)Others I like today:  URL ","positive"
"2013-02-08 16:30:38","$AAPL Europe now closed now lets BLAST OFF!","positive"
"2013-02-08 16:36:55","""@user: $AAPL Highlighted Major Resistance Areas To Watch . .  URL ","negative"
"2013-02-08 16:46:01","$NFLX: Time for a Major Correction? URL ","negative"
"2013-02-08 16:49:05","$MGM - already at average volume for the day and trying to get separation from resistance URL ","positive"
"2013-02-08 16:52:55","$ANGI ripping, lots to go","positive"
"2013-02-08 17:14:35","""@user: $AAPL  what is the cash pile per share worth ? anyone know ?"" ~ $140/ share is CASH (give or take)","positive"
"2013-02-08 17:22:34","""@user: $AAPL recent trip to Thailand...even the taxi drivers have iphones !"" ~~ wait till they get into China!","positive"
"2013-02-08 17:26:03","""@user: Great rotation..  Grasso confirming what I have been saying here for a while; Money coming out of $AMZN and buying $AAPL""","positive"
"2013-02-08 17:28:20","$MDSO - Long @ $27.51. Trailing Stop @ 38.58 from 10 prior Stops of 37.67, 37.11, 37.00 ... 27.51, 25.15 and 22.79 - URL ","positive"
"2013-02-08 17:30:25","$FB I do wonder if the same shorts in $FB today were in $LNKD last year at $80. They seem to be making the same argument. $QQQ $XLK","positive"
"2013-02-08 17:35:29","$HGR is breaking out ahead of an expected earnings beat URL ","positive"
"2013-02-08 17:42:36","$AAPL Who really want a broken stock ? Unless you have kept over ER & Being Trapped !","negative"
"2013-02-08 17:57:12","$OPK low of the day was $6.08. Large candle wick growing downward. MACD divergence downward. Stochastic downward divergence. RSI downward.","negative"
"2013-02-08 17:58:15","$NFLX is planking","positive"
"2013-02-08 17:58:40","Where I stand on $SBUX... URL ","positive"
"2013-02-08 18:04:35","Jeff Reeves and Charles Sizemore Discuss LinkedIn Earnings on The Slant  URL $LNKD $FB $AMZN $MWW","negative"
"2013-02-08 18:22:51","Added more shares of $ACTV","positive"
"2013-02-08 18:25:20","$MHP McGraw-Hill Companies is having a huge sell off because of the rating agency, Fitch, has cut their ratings. URL ","negative"
"2013-02-08 18:43:07","$DNDN Good place to lock in (some) profit at  $7.20  Up 20% since alert at $6.00 from Feb. 4th  URL ","positive"
"2013-02-08 19:12:32","$DECK  lets squeeze!!   40% short!","positive"
"2013-02-08 19:20:32","Brandon !!  $ACTV should break into the 6s very soon... nice breakout , just needs a little more volume !!","positive"
"2013-02-08 19:25:13","@user About $GLUU, it is in a sidelines mode, that is no a good trend, I am seeing 2.22","negative"
"2013-02-08 19:33:01","$VRNG I swear never seen such terrible reporting on one stock ever in my life > The Cuban news is not negative lol","positive"
"2013-02-08 19:37:29","$AAPL See U @ Flash Crash @ 3.58pm ;-)","negative"
"2013-02-08 19:51:28","""@user: $AAPL...IMHO...will be sell the news..sorry if  I offend anyone...GL warriors""","negative"
"2013-02-08 19:54:38","$AAPL Selling begin First Wave of Dumping.","negative"
"2013-02-08 20:03:08","$AAPL Flash Dump Begin ????","negative"
"2013-02-08 20:03:19","$GOOG $IGV #Google #Software firing on all 3 cylinders $compq $NDX URL ","positive"
"2013-02-08 20:10:48","closed my $DDD Feb 60P/60C/65C bull R/R here for +8, roll to StO Feb 70 puts @ 4, I'll take the shares, the premium, or some of both","positive"
"2013-02-08 20:13:56","$SCHW - adding to long","positive"
"2013-02-08 20:21:41","$POL Swing Trade Quick Pick: Polyone Corp $POL | URL ","positive"
"2013-02-08 20:25:38","STO Mar 425 put @ +1.98, STO Mar 465 put @ +10.75,  BTO Mar 475 call @ -17.65, BTO Apr 480 call @ -21.65. $AAPL will fill gap to $500. =^.^=","positive"
"2013-02-08 20:25:38","$AAPL Dump in progress by Fund Managers 25% Done.....","negative"
"2013-02-08 20:34:32","Stop on $AAPL is 475.7 hard stop risking .30 to make 3-4 pts","positive"
"2013-02-08 20:36:01","$AAPL Flash Dump in progress 35% Done Be patient or press Escspe !","negative"
"2013-02-08 20:43:07","$AAPL Dump by  Einhorn in progress 40% Done Be patient....","negative"
"2013-02-08 20:43:56","STO March 465 puts in $AAPL @ credit of $10.70. If put to me, I buy shares @ net cost $435.25. If not, I keep $1,070. Win/Win. =^.^=","positive"
"2013-02-08 20:48:04","solid day with $MGM $AAPL $SBUX leading the way for me. Out 1/2 $MGM and 1/2 $AAPL (added a little after selling 2/3 in AM)","positive"
"2013-02-08 21:10:29","@user we should see again 1.35, and after that my exit 1.43 $CLSN","positive"
"2013-02-08 22:46:08","Damodaran on $AAPL: ""getting a pretty good business for the price"" and ""worth about $600"" URL ","positive"
"2013-02-08 23:44:29","""@user: $GOOG Eric Schmidt to sell roughly 42 percent of stake URL ","negative"
"2013-02-09 00:09:35","Red Weekly Triangle on $HEK,....Scaling Up URL ","positive"
"2013-02-09 00:30:41","Green Weekly & Monthly Triangle on $ISIS,....Scaling Down URL ","negative"
"2013-02-09 00:30:55","$DLTR appears 2 b hammering out a bottom here at its 50 DMA. Solid EPS/sales growth+ low P/E ratio = possible earnings winner. Earnings 2/27","positive"
"2013-02-09 00:35:55","I just legged into $GOOG @ 780! Why? Sergey & Larry aren't selling any of their shares...and Eric's keeping a few. :-) $$","positive"
"2013-02-09 01:45:22","Yes I saw a great opportunity when it dropped to $17 as you can tell from my twits ""@user: @user are you still long $CHK ?""","positive"
"2013-02-09 01:46:26","Brutal declines on $SD will create a buying opportunity soon. ""@user: @user U like SD or XCO for a trade or LT hold?""","positive"
"2013-02-09 01:47:00","Buying op in this range IMO ""@user: @user You still long in $COP Are you a buyer today""","positive"
"2013-02-09 03:11:36","54 Short Ideas to prepare for the next correction, URL $BIDU $CROX $SLV $GLD $FXE $PBR $WTW $HLF $FCX $CLF $MNST #Prepare","negative"
"2013-02-09 15:14:03","$PEIX gets volume Monday it could go thru tops and set new highs over .50+","positive"
"2013-02-09 15:25:03","Acting well above 26.19 flat base trigger b/o from 1/9. Looking for a retest of 50day SMA at 26 $PFE URL ","positive"
"2013-02-09 15:28:23","One of Buffet's favorite banks. Cup with handle trigger of 105.02 $MTB URL ","positive"
"2013-02-09 15:38:05","$MCBC long 4.36, healthy pullback into sweet zone, between upper bolly & 20SMA, hammer today a plus URL ","positive"
"2013-02-09 15:43:29","$RPXC long 10.87, like to base a few more days but ready if it pops URL ","positive"
"2013-02-09 18:57:48","$AAU - really liking the scale in entry here - limited downside nice upside","positive"
"2013-02-09 21:44:29","A little more of the write up on $ZNGA is available at URL ","positive"
"2013-02-10 00:42:59","$STX - high call vol. 12.71% short Check $WDC as well. STX better hard drives. always rumor buyout URL ","positive"
"2013-02-10 05:41:18","$DNDN breaking swing High.Volume looks good.  URL ","positive"
"2013-02-10 12:41:09","Week 6 - #13for2013 $DDD $DNKN $FLT $INVN $KORS $LNKD $MOV $NTSP $RAX $SCCO $SLCA $SSYS $V URL ","positive"
"2013-02-10 12:46:28","#13for2013 - 8 of the 13 stocks are up double digits & one is up 8% w 9% dividend $LNKD $INVN $DDD $FLT $MOV $SLCA $KORS $DNKN $SCCO","positive"
"2013-02-10 19:29:13","Market Wrap Video $DJIA $SPX $RUTX + Additions to Watch List URL including: $AGNC $ALNY $FLS $HP $ROST $SQNM","positive"
"2013-02-10 20:01:31","$RMBS The long awaited break of its 200-day EMA is just one step away. Watching for $5.68 breakout. URL ","positive"
"2013-02-10 20:12:22","$PEIX Bullish volume pattern. Like it on a close over $.43 URL ","positive"
"2013-02-10 20:14:56","$YHOO Long play. Watching over 20.88 for movements.  URL ","positive"
"2013-02-11 01:40:25","$FLS  Over $158.00 or $158.63 URL ","positive"
"2013-02-11 01:42:07","$SQNM a Continuation - wil take it over the top Bollinger band URL ","positive"
"2013-02-11 02:25:56","$MSFT Waiting for break out of bull flag+horizontal channel  URL ","positive"
"2013-02-11 05:58:40","Commentary on $AGNC. $DDD. $ZNGA, $HLX, $AGNC, $BSX, $LVLT URL ","positive"
"2013-02-11 06:21:16","Going long $msft tomorrow, I think $30 is written all over this one ex div is also coming up.","positive"
"2013-02-11 11:37:59","Morgan Stanley Initiates Coverage on $HCA at Overweight,announces 47.00 PT.Breakout watch over $39.6 URL ","positive"
"2013-02-11 13:09:47","Feeling good this morning about $AOL after Friday... Technicals still holding up, and fundamentals are coming around!","positive"
"2013-02-11 13:41:52","Red Weekly Triangle on $HEK Closed at 4.30,....Net Profit $ 15,137.50 (5.30%) URL ","negative"
"2013-02-11 13:42:35","Red Weekly Triangle on $HEK Closed at 4.30,....Net Profit $ 15,137.50 (5.30%)  URL ","negative"
"2013-02-11 13:44:31","$ADBE SHORT! will see around 17$ - 20$ very soon, 39$ is to much for adbe, thanks and have a good day.","negative"
"2013-02-11 13:49:33","Today is the very important DAY 3,we haven't closed green for 3 days in a row since Sept.Very bullish short term if this happens $AAPL","positive"
"2013-02-11 13:55:37","$DDD and $SODA look interesting but will wait until after earnings release","positive"
"2013-02-11 13:58:25","$AAPL Next big  (little) thing... iwatch URL ","positive"
"2013-02-11 14:21:51","$MSI SHORT! will see the price around 32 - 34$ very soon 1-2 months. Becefull. Have a nice day","negative"
"2013-02-11 14:36:02","From Yesterday- 'NEW Blog Post: Watchlist for the Week' URL $IWM $SPY $AAPL $SBUX $AXP $CSX $LUX $$","positive"
"2013-02-11 14:44:35","$CSX getting the Barron's bounce. At resistance. Wouldn't pull trigger till break of recent highs URL ","positive"
"2013-02-11 14:53:44","Red Monthly Triangle on $CLSN closed at 1.46","positive"
"2013-02-11 14:57:13","$ADM holding on nicely","positive"
"2013-02-11 14:58:09","$AMZN back to shorting a few - clearing 50 day ma. URL ","negative"
"2013-02-11 14:59:00","$DNKN clearing back about this resistance area - worth eyeing URL ","positive"
"2013-02-11 15:04:36","$GS continues to trend higher, a solid run since Dec. URL ","positive"
"2013-02-11 15:05:17","$BAC holding up well - could see much higher prices by year end. URL ","positive"
"2013-02-11 15:10:12","A couple biotech stocks that are setting up well in various time frames: $JAZZ $PCYC","positive"
"2013-02-11 15:19:04","$AAPL resistance near 500-bearish below 555, targets at 420 and 350 URL ","negative"
"2013-02-11 15:41:25","$AAPL bounced back to the trendline. Should it break above? I still short here","negative"
"2013-02-11 15:46:41","$ZNGA suddenly jumped to $3.61","positive"
"2013-02-11 15:48:07","$BKS remember that one? - low volatility pointed out couple weeks ago. Forgot to check. Next. :) URL ","positive"
"2013-02-11 15:48:18","annoyed with $BBRG steadily going up, i want to grab more","positive"
"2013-02-11 15:50:48","$OVTI maybe today is the day for a breakout over 16. URL ","positive"
"2013-02-11 15:53:23","I think its a great level to long $TIVO after its pullback from $13.5 to $13.0","positive"
"2013-02-11 15:53:54","$ZNGA continuing rally","positive"
"2013-02-11 15:55:45","$GMXR -10% ouch","negative"
"2013-02-11 15:55:57","$SHLD Sure is wound tight here: URL ","positive"
"2013-02-11 15:56:47","$USB $WFC Broke trend line Ho hum $CALL","positive"
"2013-02-11 16:01:45","doesn't seem to be much talk on financials today. $GS $XLF new highs $$","positive"
"2013-02-11 16:02:36","$WMT want more march calls","positive"
"2013-02-11 16:10:44","keep an eye on $IDRA presentation bout postive drug results at a conf 3pm in NYC today on watch for volume to come in","positive"
"2013-02-11 16:12:49","$CSTR about to go Red to GREEN watch break of 50day by wks end time to rock and roll baby","positive"
